Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,temperature,humidity,ph,rainfall,N_percent,P_percent,K_percent,total_yield,Fertilizer_per_ha,Pesticide_per_ha,Soil_Type
Black pepper,Rabi       ,Meghalaya,1036.0,781,5649.1,168039.2,362.6,0.76,25.1,59.5,7.14,298.6,52.5,22.9,24.5,787.36,162.20000000000002,0.35,Loamy
Cashewnut,Rabi       ,Meghalaya,10466.0,14830,5649.1,1697585.2,3663.1,1.4,21.0,72.4,6.19,298.6,53.6,18.0,28.4,14652.4,162.2,0.35,Loamy
Castor seed,Rabi       ,Meghalaya,72.0,65,5649.1,11678.4,25.2,1.0,30.0,46.5,7.89,298.6,51.1,26.0,22.9,72.0,162.2,0.35,Sandy Loam
Coriander,Whole Year ,Meghalaya,486.0,1904,5649.1,78829.2,170.1,3.74,24.3,59.4,7.0,298.6,58.8,24.1,17.2,1817.64,162.2,0.35,Loamy
Cotton(lint),Kharif     ,Meghalaya,7260.0,8840,5649.1,1177572.0,2541.0,1.17,30.6,48.4,7.41,99.9,52.8,18.7,28.5,8494.199999999999,162.2,0.35,Black
Cowpea(Lobia),Rabi       ,Meghalaya,1676.0,2537,5649.1,271847.2,586.6,1.63,28.1,56.7,7.38,298.6,49.6,29.4,21.0,2731.88,162.20000000000002,0.35,Loamy
Dry chillies,Whole Year ,Meghalaya,2327.0,2356,5649.1,377439.4,814.4,1.22,16.3,70.0,6.22,298.6,53.0,23.6,23.4,2838.94,162.20000000000002,0.3499785131070047,Loamy
Ginger,Kharif     ,Meghalaya,9953.0,66273,5649.1,1614376.6,3483.6,9.67,28.2,59.8,5.86,298.6,49.6,27.0,23.4,96245.51,162.20000000000002,0.3500050236109716,Loamy
Gram,Rabi       ,Meghalaya,1865.0,1992,5649.1,302503.0,652.8,1.08,30.0,48.0,6.85,298.6,48.4,21.7,29.9,2014.2,162.2,0.3500268096514745,Sandy Loam
Jute,Kharif     ,Meghalaya,6678.0,68539,5649.1,1083171.6,2337.3,9.94,26.2,52.9,6.51,199.8,51.2,23.3,25.5,66379.31999999999,162.20000000000002,0.35,Loamy
Linseed,Rabi       ,Meghalaya,94.0,56,5649.1,15246.8,32.9,0.6,23.1,50.3,7.25,298.6,52.2,24.3,23.5,56.4,162.2,0.35,Loamy
Maize,Kharif     ,Meghalaya,18163.0,41667,5649.1,2946038.6,6357.0,2.25,20.9,75.3,6.13,109.8,54.8,26.9,18.2,40866.75,162.20000000000002,0.3499972471508011,Alluvial
Masoor,Rabi       ,Meghalaya,1258.0,1393,5649.1,204047.6,440.3,1.32,32.4,52.5,5.84,298.6,50.1,24.9,24.9,1660.5600000000002,162.20000000000002,0.35,Loamy
Mesta,Kharif     ,Meghalaya,4475.0,26401,5649.1,725845.0,1566.2,6.3,30.1,61.3,6.69,298.6,50.8,24.3,24.9,28192.5,162.2,0.3499888268156425,Loamy
Peas & beans (Pulses),Rabi       ,Meghalaya,2335.0,4525,5649.1,378737.0,817.2,1.8,18.2,59.4,6.27,298.6,43.4,32.9,23.7,4203.0,162.2,0.3499785867237687,Sandy Loam
Potato,Summer     ,Meghalaya,12569.0,143031,5649.1,2038691.8,4399.2,8.26,26.0,67.5,7.64,298.6,48.4,25.7,25.8,103819.94,162.20000000000002,0.3500039780412124,Alluvial
Potato,Winter     ,Meghalaya,6360.0,44175,5649.1,1031592.0,2226.0,6.53,25.0,90.8,6.4,298.6,46.4,26.7,26.9,41530.8,162.2,0.35,Alluvial
Rapeseed &Mustard,Rabi       ,Meghalaya,9879.0,9242,5649.1,1602373.8,3457.6,0.89,23.8,51.4,5.71,298.6,52.9,24.3,22.9,8792.31,162.20000000000002,0.3499949387589837,Loamy
Rice,Autumn     ,Meghalaya,33494.0,78214,5649.1,5432726.8,11722.9,2.55,32.5,63.3,5.9,298.6,51.8,30.8,17.5,85409.7,162.2,0.35,Clayey
Rice,Rabi       ,Meghalaya,13624.0,63050,5649.1,2209812.8,4768.4,2.57,21.4,85.6,5.54,298.6,45.7,31.7,22.6,35013.68,162.2,0.35,Clayey
Rice,Winter     ,Meghalaya,63814.0,161706,5649.1,10350630.8,22334.9,2.35,27.6,86.7,6.36,298.6,55.8,26.5,17.7,149962.9,162.20000000000002,0.35,Clayey
Sesamum,Rabi       ,Meghalaya,2379.0,2219,5649.1,385873.8,832.6,1.04,22.3,65.7,5.69,298.6,48.7,27.5,23.8,2474.1600000000003,162.2,0.349978982765868,Loamy
Soyabean,Kharif     ,Meghalaya,1868.0,3550,5649.1,302989.6,653.8,2.14,21.5,57.0,6.09,298.6,49.5,24.9,25.5,3997.52,162.2,0.35,Black
Sweet potato,Kharif     ,Meghalaya,4723.0,15796,5649.1,766070.6,1653.0,3.7,26.3,58.0,5.3,298.6,47.1,26.3,26.6,17475.100000000002,162.2,0.3499894135083633,Loamy
Tapioca,Kharif     ,Meghalaya,5416.0,35594,5649.1,878475.2,1895.6,7.55,23.5,70.6,5.94,298.6,50.1,24.6,25.3,40890.8,162.2,0.35,Loamy
Tobacco,Rabi       ,Meghalaya,802.0,796,5649.1,130084.4,280.7,1.06,24.7,50.4,5.21,298.6,47.4,28.4,24.2,850.12,162.2,0.35,Loamy
Turmeric,Whole Year ,Meghalaya,2658.0,16557,5649.1,431127.6,930.3,5.92,15.0,67.5,7.43,298.6,49.1,25.5,25.5,15735.36,162.2,0.35,Red Loamy
Arecanut,Whole Year ,Goa,1836.0,3296,4406.0,297799.2,642.6,1.9,31.8,66.0,7.02,298.6,50.2,27.0,22.8,3488.4,162.20000000000002,0.35,Laterite
Banana,Whole Year ,Goa,2411.0,26979,4406.0,391064.2,843.8,11.18,25.0,55.8,7.91,119.8,54.3,19.5,26.3,26954.98,162.20000000000002,0.3499792617171298,Loamy
Black pepper,Whole Year ,Goa,849.0,346,4406.0,137707.8,297.2,0.4,26.8,54.3,5.84,298.6,51.6,21.9,26.5,339.6,162.2,0.3500588928150765,Loamy
Cashewnut,Whole Year ,Goa,56417.0,27588,4406.0,9150837.4,19746.0,0.46,19.8,53.6,7.07,298.6,50.7,24.7,24.5,25951.82,162.20000000000002,0.3500008862576882,Loamy
Coconut ,Whole Year ,Goa,26381.0,132750000,4406.0,4278998.2,9233.4,5013.69,25.5,50.5,5.59,225.6,47.8,27.4,24.8,132266155.89,162.20000000000002,0.350001895303438,Loamy
Groundnut,Rabi       ,Goa,214.0,497,4406.0,34710.8,74.9,2.32,30.8,46.9,5.48,298.6,45.0,26.7,28.3,496.48,162.20000000000002,0.35,Sandy Loam
Other Kharif pulses,Kharif     ,Goa,170.0,139,4406.0,27574.0,59.5,0.69,27.6,70.4,6.47,298.6,46.8,30.3,22.9,117.3,162.2,0.35,Loamy
Rice,Kharif     ,Goa,25841.0,70272,4406.0,4191410.2,9044.4,2.72,26.1,82.1,4.97,298.6,55.9,26.5,17.6,70287.52,162.20000000000002,0.3500019349096397,Clayey
Rice,Rabi       ,Goa,10543.0,28582,4406.0,1710074.6,3690.0,2.72,16.3,66.6,5.9,298.6,50.7,29.7,19.7,28676.960000000003,162.20000000000002,0.3499952575168358,Clayey
Sweet potato,Whole Year ,Goa,55.0,116,4406.0,8921.0,19.2,2.28,23.5,68.3,6.35,298.6,51.6,21.1,27.3,125.4,162.2,0.349090909090909,Loamy
other oilseeds,Whole Year ,Goa,841.0,1692,4406.0,136410.2,294.4,2.06,29.5,38.5,6.19,298.6,48.2,27.2,24.7,1732.46,162.20000000000002,0.3500594530321046,Loamy
Arecanut,Whole Year ,Karnataka,476378.0,4253453,1419.1,77268511.6,166732.3,9.04,23.0,48.4,6.84,298.6,50.3,24.6,25.1,4306457.119999999,162.2,0.35,Laterite
Arhar/Tur,Kharif     ,Karnataka,1560680.0,945939,1419.1,253142296.0,546238.0,0.55,29.4,81.7,7.12,298.6,50.4,22.5,27.2,858374.0000000001,162.2,0.35,Sandy Loam
Bajra,Kharif     ,Karnataka,193010.0,175359,1419.1,31306222.0,67553.5,0.97,33.3,72.0,6.62,298.6,47.1,25.3,27.6,187219.7,162.2,0.35,Sandy
Bajra,Summer     ,Karnataka,1418.0,1543,1419.1,229999.6,496.3,1.11,26.2,58.8,6.09,298.6,56.6,21.9,21.6,1573.9800000000002,162.20000000000002,0.35,Sandy
Black pepper,Whole Year ,Karnataka,148379.0,94144,1419.1,24067073.8,51932.6,0.6,25.8,57.6,7.11,298.6,54.7,22.0,23.4,89027.4,162.20000000000002,0.3499996630250911,Loamy
Cardamom,Whole Year ,Karnataka,1800.0,207,1419.1,291960.0,630.0,0.12,20.6,69.4,6.76,298.6,50.8,26.7,22.5,216.0,162.2,0.35,Loamy
Cashewnut,Whole Year ,Karnataka,47293.0,56971,1419.1,7670924.6,16552.6,1.2,21.3,44.4,6.59,298.6,51.1,22.3,26.6,56751.6,162.2,0.3500010572389148,Loamy
Castor seed,Kharif     ,Karnataka,2650.0,1520,1419.1,429830.0,927.5,0.62,30.3,47.6,6.3,298.6,52.9,25.6,21.4,1643.0,162.2,0.35,Sandy Loam
Coconut ,Whole Year ,Karnataka,610234.0,4321762000,1419.1,98979954.8,213581.9,7502.49,22.8,54.3,6.4,225.6,47.9,28.6,23.5,4578274482.66,162.2,0.35,Loamy
Coriander,Whole Year ,Karnataka,2918.0,2607,1419.1,473299.6,1021.3,0.9,16.4,61.1,7.55,298.6,50.9,24.4,24.8,2626.2000000000003,162.2,0.35,Loamy
Cotton(lint),Kharif     ,Karnataka,713879.0,1398294,1419.1,115791173.8,249857.6,1.86,30.3,51.3,5.74,99.9,48.3,19.9,31.8,1327814.9400000002,162.2,0.3499999299601193,Black
Cotton(lint),Rabi       ,Karnataka,4507.0,2176,1419.1,731035.4,1577.4,0.85,24.7,46.4,6.53,99.9,46.2,22.0,31.8,3830.95,162.20000000000002,0.3499889061459951,Black
Cowpea(Lobia),Kharif     ,Karnataka,46257.0,17487,1419.1,7502885.4,16190.0,0.36,19.1,63.7,5.85,298.6,47.3,23.3,29.4,16652.52,162.20000000000002,0.3500010809174828,Loamy
Cowpea(Lobia),Rabi       ,Karnataka,11756.0,3304,1419.1,1906823.2,4114.6,0.27,16.4,54.4,6.48,298.6,49.5,28.5,22.0,3174.1200000000003,162.2,0.35,Loamy
Cowpea(Lobia),Summer     ,Karnataka,3996.0,520,1419.1,648151.2,1398.6,0.13,27.7,58.9,6.44,298.6,53.0,21.1,25.9,519.48,162.2,0.35,Loamy
Dry chillies,Kharif     ,Karnataka,157587.0,195572,1419.1,25560611.4,55155.4,1.16,27.3,49.7,6.77,298.6,45.2,25.5,29.3,182800.92,162.2,0.3499996827149447,Loamy
Garlic,Whole Year ,Karnataka,4006.0,26551,1419.1,649773.2,1402.1,6.41,23.9,48.3,5.64,298.6,49.3,26.8,23.9,25678.46,162.2,0.35,Loamy
Ginger,Whole Year ,Karnataka,15858.0,244065,1419.1,2572167.6,5550.3,15.2,22.7,36.8,6.57,298.6,47.5,22.9,29.6,241041.6,162.20000000000002,0.35,Loamy
Gram,Rabi       ,Karnataka,1188512.0,575023,1419.1,192776646.4,415979.2,0.49,16.0,40.0,6.64,298.6,49.8,23.9,26.3,582370.88,162.20000000000002,0.35,Sandy Loam
Groundnut,Rabi       ,Karnataka,2766.0,5770,1419.1,448645.2,968.1,2.12,24.3,61.5,6.38,298.6,42.5,27.9,29.6,5863.92,162.20000000000002,0.35,Sandy Loam
Groundnut,Summer     ,Karnataka,140610.0,118972,1419.1,22806942.0,49213.5,0.91,24.1,48.6,5.88,298.6,44.0,25.7,30.2,127955.1,162.2,0.35,Sandy Loam
Horse-gram,Kharif     ,Karnataka,37589.0,15807,1419.1,6096935.8,13156.2,0.45,24.0,81.3,6.93,298.6,50.5,26.9,22.6,16915.05,162.2,0.3500013301763814,Loamy
Horse-gram,Rabi       ,Karnataka,146902.0,73961,1419.1,23827504.4,51415.7,0.49,31.9,61.9,6.47,298.6,51.6,26.5,21.9,71981.98,162.2,0.35,Loamy
Jowar,Kharif     ,Karnataka,114479.0,157242,1419.1,18568493.8,40067.6,1.43,23.8,53.1,6.26,298.6,46.0,27.2,26.8,163704.97,162.20000000000002,0.3499995632386726,Red
Jowar,Rabi       ,Karnataka,877414.0,771339,1419.1,142316550.8,307094.9,0.77,33.4,79.9,6.59,298.6,51.7,25.1,23.1,675608.78,162.20000000000002,0.35,Red
Linseed,Rabi       ,Karnataka,1704.0,352,1419.1,276388.8,596.4,0.19,27.4,58.9,6.95,298.6,50.6,22.4,27.0,323.76,162.2,0.35,Loamy
Maize,Kharif     ,Karnataka,1296051.0,3407725,1419.1,210219472.2,453617.8,2.88,28.5,63.5,6.15,109.8,57.1,24.5,18.4,3732626.88,162.2,0.3499999614212712,Alluvial
Maize,Rabi       ,Karnataka,93618.0,317479,1419.1,15184839.6,32766.3,3.2,19.9,57.5,6.77,109.8,49.6,31.2,19.1,299577.60000000003,162.2,0.35,Alluvial
Maize,Summer     ,Karnataka,19621.0,67607,1419.1,3182526.2,6867.4,3.28,22.4,53.2,6.05,109.8,51.4,29.3,19.3,64356.88,162.20000000000002,0.3500025482900973,Alluvial
Mesta,Whole Year ,Karnataka,81.0,116,1419.1,13138.2,28.4,1.33,24.8,57.8,6.72,298.6,53.3,21.4,25.3,107.73,162.20000000000002,0.3506172839506172,Loamy
Moong(Green Gram),Kharif     ,Karnataka,436845.0,141364,1419.1,70856259.0,152895.8,0.33,17.2,74.7,6.44,298.6,48.4,22.5,29.2,144158.85,162.2,0.3500001144570728,Sandy Loam
Moong(Green Gram),Rabi       ,Karnataka,5898.0,1324,1419.1,956655.6,2064.3,0.23,16.7,63.3,6.24,298.6,52.3,24.3,23.4,1356.54,162.2,0.35,Sandy Loam
Moong(Green Gram),Summer     ,Karnataka,246.0,66,1419.1,39901.2,86.1,0.26,22.6,66.9,6.32,298.6,50.1,23.7,26.2,63.96,162.2,0.35,Sandy Loam
Niger seed,Kharif     ,Karnataka,1068.0,211,1419.1,173229.6,373.8,0.14,27.1,53.5,5.93,298.6,51.9,22.1,26.0,149.52,162.20000000000002,0.35,Loamy
Onion,Kharif     ,Karnataka,193156.0,1462077,1419.1,31329903.2,67604.6,8.4,25.2,54.4,6.76,298.6,50.9,25.3,23.9,1622510.4,162.2,0.35,Loamy
Onion,Rabi       ,Karnataka,16788.0,222577,1419.1,2723013.6,5875.8,12.06,33.1,39.9,5.83,298.6,46.0,27.7,26.3,202463.28,162.20000000000002,0.35,Loamy
Onion,Summer     ,Karnataka,3665.0,38682,1419.1,594463.0,1282.8,10.36,16.4,54.8,5.71,298.6,47.3,26.3,26.5,37969.4,162.2,0.3500136425648021,Loamy
Other Kharif pulses,Kharif     ,Karnataka,28375.0,17511,1419.1,4602425.0,9931.2,0.64,28.8,62.4,6.83,298.6,43.1,32.4,24.6,18160.0,162.2,0.3499982378854626,Loamy
Potato,Kharif     ,Karnataka,21372.0,169235,1419.1,3466538.4,7480.2,8.17,21.8,65.4,7.18,298.6,53.5,20.1,26.4,174609.24,162.2,0.35,Alluvial
Potato,Rabi       ,Karnataka,6482.0,98231,1419.1,1051380.4,2268.7,14.73,25.5,59.5,6.2,298.6,55.6,18.4,26.0,95479.86,162.2,0.35,Alluvial
Potato,Summer     ,Karnataka,410.0,6626,1419.1,66502.0,143.5,16.26,25.5,85.1,6.49,298.6,50.3,24.9,24.8,6666.6,162.2,0.35,Alluvial
Ragi,Kharif     ,Karnataka,514756.0,618474,1419.1,83493423.2,180164.6,1.22,33.8,46.7,6.1,298.6,51.1,25.2,23.6,628002.32,162.20000000000002,0.35,Red
Ragi,Rabi       ,Karnataka,36318.0,50426,1419.1,5890779.6,12711.3,1.39,24.6,71.0,6.79,298.6,48.6,26.1,25.2,50482.02,162.2,0.35,Red
Ragi,Summer     ,Karnataka,4276.0,7667,1419.1,693567.2,1496.6,1.84,27.4,56.1,5.78,298.6,48.2,24.7,27.1,7867.84,162.2,0.35,Red
Rapeseed &Mustard,Kharif     ,Karnataka,3172.0,628,1419.1,514498.4,1110.2,0.13,18.4,59.2,6.36,298.6,53.6,22.4,24.0,412.36,162.20000000000002,0.35,Loamy
Rice,Kharif     ,Karnataka,1037158.0,2949318,1419.1,168227027.6,363005.3,2.64,25.8,71.0,5.17,298.6,53.3,28.9,17.8,2738097.12,162.2,0.35,Clayey
Rice,Summer     ,Karnataka,150993.0,484330,1419.1,24491064.6,52847.6,2.93,22.8,57.2,5.63,298.6,55.6,24.8,19.7,442409.4900000001,162.20000000000002,0.3500003311411787,Clayey
Safflower,Rabi       ,Karnataka,17020.0,9973,1419.1,2760644.0,5957.0,0.59,20.9,51.1,6.0,298.6,53.9,21.4,24.7,10041.8,162.2,0.35,Loamy
Sannhamp,Whole Year ,Karnataka,358.0,85,1419.1,58067.6,125.3,0.17,27.0,70.9,6.76,298.6,49.4,23.1,27.5,60.86000000000001,162.2,0.35,Loamy
Sesamum,Kharif     ,Karnataka,24776.0,15640,1419.1,4018667.2,8671.6,0.77,20.7,49.8,7.31,298.6,49.1,25.2,25.7,19077.52,162.20000000000002,0.35,Loamy
Small millets,Kharif     ,Karnataka,19229.0,16105,1419.1,3118943.8,6730.2,0.85,27.6,30.6,6.13,298.6,47.8,23.8,28.4,16344.65,162.2,0.350002600239222,Loamy
Soyabean,Kharif     ,Karnataka,261855.0,257221,1419.1,42472881.0,91649.2,1.0,24.8,43.7,6.41,298.6,49.2,24.6,26.2,261855.0,162.2,0.3499998090546294,Black
Sugarcane,Whole Year ,Karnataka,495932.0,42323211,1419.1,80440170.4,173576.2,83.27,28.9,64.3,6.85,298.6,57.7,24.6,17.7,41296257.64,162.20000000000002,0.35,Loamy
Sunflower,Kharif     ,Karnataka,95442.0,81315,1419.1,15480692.4,33404.7,0.79,16.9,70.0,6.76,298.6,48.1,23.2,28.7,75399.18000000001,162.20000000000002,0.35,Alluvial
Sunflower,Rabi       ,Karnataka,46439.0,24150,1419.1,7532405.8,16253.6,0.7,24.1,72.6,6.18,298.6,48.6,25.5,25.9,32507.3,162.2,0.3499989233187622,Alluvial
Sweet potato,Whole Year ,Karnataka,5032.0,73050,1419.1,816190.4,1761.2,14.21,29.9,62.4,6.2,298.6,46.4,30.1,23.5,71504.72,162.20000000000002,0.35,Loamy
Tapioca,Whole Year ,Karnataka,635.0,8439,1419.1,102997.0,222.2,13.25,24.3,85.7,6.13,298.6,51.7,27.0,21.2,8413.75,162.2,0.3499212598425196,Loamy
Tobacco,Whole Year ,Karnataka,63840.0,52442,1419.1,10354848.0,22344.0,0.85,16.4,54.2,6.23,298.6,51.0,22.3,26.6,54264.0,162.2,0.35,Loamy
Turmeric,Whole Year ,Karnataka,26579.0,153767,1419.1,4311113.8,9302.6,5.62,14.2,59.2,6.72,298.6,51.8,24.9,23.4,149373.98,162.2,0.3499981188156063,Red Loamy
Urad,Kharif     ,Karnataka,85094.0,41029,1419.1,13802246.8,29782.9,0.43,24.0,74.8,6.14,298.6,52.3,28.1,19.6,36590.42,162.20000000000002,0.35,Loamy
Urad,Rabi       ,Karnataka,2787.0,1484,1419.1,452051.4,975.4,0.47,24.4,48.3,5.6,298.6,50.1,25.3,24.7,1309.89,162.20000000000002,0.3499820595622533,Loamy
Urad,Summer     ,Karnataka,1014.0,521,1419.1,164470.8,354.9,0.51,19.6,62.5,5.71,298.6,49.5,22.7,27.8,517.14,162.2,0.35,Loamy
Wheat,Rabi       ,Karnataka,157525.0,163113,1419.1,25550555.0,55133.8,0.96,13.5,62.3,6.59,298.6,59.2,20.1,20.7,151224.0,162.2,0.3500003174099349,Alluvial
Arecanut,Whole Year ,Kerala,95739.29,99925,2989.7,15528912.8,33508.8,0.8,20.5,64.8,7.02,298.6,50.9,23.8,25.4,76591.432,162.19999960308877,0.3500005065840785,Laterite
Arhar/Tur,Whole Year ,Kerala,266.0,438,2989.7,43145.2,93.1,1.65,23.2,58.6,5.79,298.6,50.2,28.6,21.2,438.9,162.2,0.35,Sandy Loam
Banana,Whole Year ,Kerala,52898.61,429061,2989.7,8580154.5,18514.5,7.93,28.9,77.5,5.93,119.8,44.4,30.1,25.5,419485.9773,162.19999920602828,0.3499997447948065,Loamy
Black pepper,Whole Year ,Kerala,82761.41,36777,2989.7,13423900.7,28966.5,0.33,22.4,60.6,6.28,298.6,54.4,21.6,24.0,27311.265300000003,162.19999997583415,0.3500000785390195,Loamy
Cardamom,Whole Year ,Kerala,38882.0,11535,2989.7,6306660.4,13608.7,0.07,31.5,75.4,7.16,298.6,53.1,26.8,20.1,2721.74,162.20000000000002,0.35,Loamy
Cashewnut,Whole Year ,Kerala,38780.66,15635,2989.7,6290223.1,13573.2,0.28,24.6,60.4,6.95,298.6,50.0,24.5,25.5,10858.584800000002,162.20000123773033,0.3499992006324802,Loamy
Coconut ,Whole Year ,Kerala,760946.81,5299000000,2989.7,123425572.6,266331.4,6426.82,24.9,75.4,6.51,225.6,49.9,25.6,24.5,4890468177.4442005,162.20000002365472,0.3500000216835129,Loamy
Cotton(lint),Whole Year ,Kerala,59.4,90,2989.7,9634.7,20.8,1.51,20.8,63.1,6.73,99.9,47.9,22.0,30.1,89.694,162.20033670033672,0.3501683501683502,Black
Garlic,Whole Year ,Kerala,69.61,345,2989.7,11290.7,24.4,4.96,31.5,54.3,6.78,298.6,47.6,26.7,25.7,345.2656,162.19939663841404,0.3505243499497198,Loamy
Ginger,Whole Year ,Kerala,3275.09,15124,2989.7,531219.6,1146.3,3.46,21.8,61.1,6.16,298.6,48.5,25.9,25.6,11331.8114,162.20000061067023,0.3500056486997304,Loamy
Gram,Whole Year ,Kerala,690.86,546,2989.7,112057.5,241.8,0.7,15.4,64.4,6.32,298.6,51.2,22.7,26.1,483.602,162.20001157977015,0.3499985525287323,Sandy Loam
Groundnut,Whole Year ,Kerala,187.3,239,2989.7,30380.1,65.6,1.28,24.4,70.7,5.3,298.6,41.3,26.3,32.5,239.74400000000003,162.20021356113185,0.3502402562733582,Sandy Loam
Jowar,Whole Year ,Kerala,205.0,168,2989.7,33251.0,71.8,0.82,30.9,66.0,5.84,298.6,49.8,23.1,27.1,168.1,162.2,0.3502439024390243,Red
Maize,Whole Year ,Kerala,104.326,145,2989.7,16921.7,36.5,4.51,22.2,47.9,6.29,109.8,55.8,24.6,19.7,470.51026,162.2002185457125,0.3498648467304411,Alluvial
Onion,Whole Year ,Kerala,5.21,0,2989.7,845.1,1.8,0.0,17.5,35.3,5.39,298.6,49.6,23.9,26.5,0.0,162.20729366602689,0.345489443378119,Loamy
Other Kharif pulses,Kharif     ,Kerala,1532.826,1316,2989.7,248624.4,536.5,1.08,23.4,69.9,6.85,298.6,48.8,29.9,21.3,1655.45208,162.20001487448673,0.3500071110484817,Loamy
Potato,Whole Year ,Kerala,536.9,7381,2989.7,87085.2,187.9,13.75,32.2,48.7,5.6,298.6,52.3,21.3,26.4,7382.375,162.20003725088472,0.3499720618364686,Alluvial
Ragi,Whole Year ,Kerala,224.7,272,2989.7,36446.3,78.6,1.36,23.3,71.1,7.0,298.6,52.6,25.3,22.1,305.592,162.19982198486875,0.349799732977303,Red
Rice,Autumn     ,Kerala,60718.46,101943,2989.7,9848534.2,21251.5,1.57,19.9,66.7,6.6,298.6,50.1,26.4,23.5,95327.9822,162.1999998023665,0.3500006423087806,Clayey
Rice,Summer     ,Kerala,48858.28,196784,2989.7,7924813.0,17100.4,3.09,25.0,64.5,5.97,298.6,51.1,27.6,21.3,150972.0852,162.19999967252224,0.3500000409347198,Clayey
Rice,Winter     ,Kerala,88449.47,279529,2989.7,14346504.0,30957.3,2.68,22.0,73.9,6.4,298.6,51.0,30.9,18.2,237044.57960000003,162.19999961559972,0.3499998360645914,Clayey
Sesamum,Whole Year ,Kerala,377.657,157,2989.7,61256.0,132.2,0.48,34.0,49.7,6.26,298.6,48.8,26.6,24.6,181.27536,162.20009161752597,0.3500530905027578,Loamy
Small millets,Whole Year ,Kerala,47.5,35,2989.7,7704.5,16.6,0.73,23.7,45.8,6.0,298.6,43.7,27.9,28.5,34.675,162.2,0.3494736842105263,Loamy
Sweet potato,Whole Year ,Kerala,210.41,3059,2989.7,34128.5,73.6,13.18,31.8,43.4,5.78,298.6,48.6,24.7,26.7,2773.2038,162.19999049474836,0.349793260776579,Loamy
Tapioca,Whole Year ,Kerala,61874.16,2325006,2989.7,10035988.8,21656.0,36.3,21.6,78.5,6.1,298.6,51.4,23.7,24.8,2246032.008,162.2000007757681,0.3500007111207651,Loamy
Tobacco,Whole Year ,Kerala,7.28,12,2989.7,1180.8,2.5,1.6,19.2,69.0,5.9,298.6,53.3,23.6,23.1,11.648,162.1978021978022,0.3434065934065934,Loamy
Turmeric,Whole Year ,Kerala,2483.71,6694,2989.7,402857.8,869.3,2.63,30.5,79.2,7.26,298.6,46.7,21.5,31.7,6532.1573,162.20001529969278,0.350000603935242,Red Loamy
Arecanut,Whole Year ,Tamil Nadu,6952.0,13543,986.2,1127614.4,2433.2,2.01,23.4,71.4,6.12,298.6,54.0,21.2,24.8,13973.52,162.2,0.35,Laterite
Arhar/Tur,Kharif     ,Tamil Nadu,41381.0,51632,986.2,6711998.2,14483.4,1.19,33.2,46.2,6.66,298.6,51.1,25.0,23.9,49243.39,162.20000000000002,0.350001208283995,Sandy Loam
Bajra,Kharif     ,Tamil Nadu,31109.0,88494,986.2,5045879.8,10888.2,2.83,20.6,62.4,6.44,298.6,47.5,29.4,23.1,88038.47,162.2,0.3500016072519207,Sandy
Bajra,Rabi       ,Tamil Nadu,15773.0,29516,986.2,2558380.6,5520.6,2.04,17.9,52.9,5.96,298.6,50.8,22.0,27.2,32176.92,162.20000000000002,0.3500031699740062,Sandy
Banana,Whole Year ,Tamil Nadu,87514.0,3483248,986.2,14194770.8,30629.9,37.39,31.9,61.3,5.63,119.8,51.4,27.9,20.8,3272148.46,162.20000000000002,0.35,Loamy
Black pepper,Whole Year ,Tamil Nadu,5571.0,1176,986.2,903616.2,1949.8,0.16,18.8,40.2,6.57,298.6,53.7,20.2,26.1,891.36,162.2,0.3499910249506372,Loamy
Cardamom,Whole Year ,Tamil Nadu,3838.0,347,986.2,622523.6,1343.3,0.08,22.2,44.2,7.44,298.6,51.9,24.1,24.0,307.04,162.2,0.35,Loamy
Cashewnut,Whole Year ,Tamil Nadu,85272.0,19701,986.2,13831118.4,29845.2,0.24,25.3,58.2,6.7,298.6,49.3,28.4,22.2,20465.28,162.20000000000002,0.35,Loamy
Castor seed,Kharif     ,Tamil Nadu,4756.0,1526,986.2,771423.2,1664.6,0.33,25.6,58.9,7.11,298.6,50.7,25.0,24.3,1569.48,162.2,0.35,Sandy Loam
Coconut ,Whole Year ,Tamil Nadu,439745.0,5214000000,986.2,71326639.0,153910.8,11263.83,29.5,75.2,7.95,225.6,50.5,30.1,19.4,4953212923.35,162.2,0.3500001137022592,Loamy
Coriander,Whole Year ,Tamil Nadu,6427.0,2526,986.2,1042459.4,2249.4,0.43,29.8,66.6,6.17,298.6,45.3,26.9,27.7,2763.61,162.20000000000002,0.3499922203205228,Loamy
Cotton(lint),Kharif     ,Tamil Nadu,70023.0,151758,986.2,11357730.6,24508.0,2.13,27.7,47.5,6.05,99.9,49.9,17.6,32.5,149148.99,162.2,0.3499992859489025,Black
Cotton(lint),Rabi       ,Tamil Nadu,64899.0,168541,986.2,10526617.8,22714.6,2.74,26.7,29.3,6.61,99.9,45.2,24.7,30.1,177823.26,162.20000000000002,0.3499992295721043,Black
Cowpea(Lobia),Kharif     ,Tamil Nadu,44897.0,35418,986.2,7282293.4,15714.0,0.81,20.5,77.1,5.67,298.6,46.9,25.5,27.5,36366.57,162.20000000000002,0.3500011136601554,Loamy
